year,cname,cowcode,ccodewb,creation,reform,direction,increase,decrease,regional,lvau_garriga,lvaw_garriga,cuk_ceo,cuk_obj,cuk_pol,cuk_limlen,lvaw_garriga_diff
2012,Czech Republic,316,203,0,0,0,0,0,0,0.749,0.832,0.645,0.600,0.750,1.000,1
2013,Czech Republic,316,203,0,0,0,0,0,0,0.749,0.832,0.645,0.600,0.750,1.000,1
2014,Czech Republic,316,203,0,0,0,0,0,0,0.749,0.832,0.645,0.600,0.750,1.000,1
2015,Czech Republic,316,203,0,0,0,0,0,0,0.749,0.832,0.645,0.600,0.750,1.000,1
2016,Czech Republic,316,203,0,0,0,0,0,0,0.749,0.832,0.645,0.600,0.750,1.000,1
2017,Czech Republic,316,203,0,0,0,0,0,0,0.749,0.832,0.645,0.600,0.750,1.000,1
2018,Czech Republic,316,203,0,0,0,0,0,0,0.749,0.832,0.645,0.600,0.750,1.000,1
2019,Czech Republic,316,203,0,0,0,0,0,0,0.749,0.832,0.645,0.600,0.750,1.000,1
2020,Czech Republic,316,203,0,0,0,0,0,0,0.749,0.832,0.645,0.600,0.750,1.000,1
2021,Czech Republic,316,203,0,0,0,0,0,0,0.749,0.832,0.645,0.600,0.750,1.000,1
2022,Czech Republic,316,203,0,0,0,0,0,0,0.749,0.832,0.645,0.600,0.750,1.000,1
2023,Czech Republic,316,203,0,0,0,0,0,0,0.749,0.832,0.645,0.600,0.750,1.000,1
1992,Slovakia,317,703,1,1,1,1,0,0,0.607,0.522,0.730,0.600,0.750,0.347,0
1993,Slovakia,317,703,0,0,0,0,0,0,0.607,0.522,0.730,0.600,0.750,0.347,0
1994,Slovakia,317,703,0,0,0,0,0,0,0.607,0.522,0.730,0.600,0.750,0.347,0
1995,Slovakia,317,703,0,0,0,0,0,0,0.607,0.522,0.730,0.600,0.750,0.347,0
1996,Slovakia,317,703,0,0,0,0,0,0,0.607,0.522,0.730,0.600,0.750,0.347,1
1997,Slovakia,317,703,0,0,0,0,0,0,0.607,0.522,0.730,0.600,0.750,0.347,1
1998,Slovakia,317,703,0,0,0,0,0,0,0.607,0.522,0.730,0.600,0.750,0.347,1
1999,Slovakia,317,703,0,1,-1,0,1,0,0.652,0.479,0.708,1.000,0.750,0.150,1
2000,Slovakia,317,703,0,0,0,0,0,0,0.652,0.479,0.708,1.000,0.750,0.150,1
2001,Slovakia,317,703,0,0,0,0,0,0,0.652,0.479,0.708,1.000,0.750,0.150,1
2002,Slovakia,317,703,0,0,0,0,0,0,0.652,0.479,0.708,1.000,0.750,0.150,1
2003,Slovakia,317,703,0,0,0,0,0,0,0.652,0.479,0.708,1.000,0.750,0.150,1
2004,Slovakia,317,703,0,0,0,0,0,0,0.652,0.479,0.708,1.000,0.750,0.150,1
2005,Slovakia,317,703,0,0,0,0,0,0,0.652,0.479,0.708,1.000,0.750,0.150,1
2006,Slovakia,317,703,0,0,0,0,0,0,0.652,0.479,0.708,1.000,0.750,0.150,1
2007,Slovakia,317,703,0,0,0,0,0,0,0.652,0.479,0.708,1.000,0.750,0.150,1
2008,Slovakia,317,703,0,0,0,0,0,0,0.652,0.479,0.708,1.000,0.750,0.150,1
2009,Slovakia,317,703,0,1,1,1,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2010,Slovakia,317,703,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2011,Slovakia,317,703,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2012,Slovakia,317,703,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2013,Slovakia,317,703,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2014,Slovakia,317,703,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2015,Slovakia,317,703,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2016,Slovakia,317,703,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2017,Slovakia,317,703,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2018,Slovakia,317,703,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2019,Slovakia,317,703,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2020,Slovakia,317,703,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2021,Slovakia,317,703,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2022,Slovakia,317,703,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2023,Slovakia,317,703,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
1970,Italy,325,380,0,0,0,0,0,0,0.251,0.250,0.605,0.200,0.000,0.197,0
1971,Italy,325,380,0,0,0,0,0,0,0.251,0.250,0.605,0.200,0.000,0.197,0
1972,Italy,325,380,0,0,0,0,0,0,0.251,0.250,0.605,0.200,0.000,0.197,0
1973,Italy,325,380,0,0,0,0,0,0,0.251,0.250,0.605,0.200,0.000,0.197,0
1974,Italy,325,380,0,0,0,0,0,0,0.251,0.250,0.605,0.200,0.000,0.197,0
1975,Italy,325,380,0,0,0,0,0,0,0.251,0.250,0.605,0.200,0.000,0.197,0
1976,Italy,325,380,0,0,0,0,0,0,0.251,0.250,0.605,0.200,0.000,0.197,0
1977,Italy,325,380,0,0,0,0,0,0,0.251,0.250,0.605,0.200,0.000,0.197,0
1978,Italy,325,380,0,0,0,0,0,0,0.251,0.250,0.605,0.200,0.000,0.197,0
1979,Italy,325,380,0,0,0,0,0,0,0.251,0.250,0.605,0.200,0.000,0.197,0
1980,Italy,325,380,0,0,0,0,0,0,0.251,0.250,0.605,0.200,0.000,0.197,0
1981,Italy,325,380,0,0,0,0,0,0,0.251,0.250,0.605,0.200,0.000,0.197,0
1982,Italy,325,380,0,0,0,0,0,0,0.251,0.250,0.605,0.200,0.000,0.197,0
1983,Italy,325,380,0,0,0,0,0,0,0.251,0.250,0.605,0.200,0.000,0.197,0
1984,Italy,325,380,0,0,0,0,0,0,0.251,0.250,0.605,0.200,0.000,0.197,0
1985,Italy,325,380,0,0,0,0,0,0,0.251,0.250,0.605,0.200,0.000,0.197,0
1986,Italy,325,380,0,0,0,0,0,0,0.251,0.250,0.605,0.200,0.000,0.197,0
1987,Italy,325,380,0,0,0,0,0,0,0.251,0.250,0.605,0.200,0.000,0.197,0
1988,Italy,325,380,0,0,0,0,0,0,0.251,0.250,0.605,0.200,0.000,0.197,0
1989,Italy,325,380,0,0,0,0,0,0,0.251,0.250,0.605,0.200,0.000,0.197,0
1990,Italy,325,380,0,0,0,0,0,0,0.251,0.250,0.605,0.200,0.000,0.197,0
1991,Italy,325,380,0,0,0,0,0,0,0.251,0.250,0.605,0.200,0.000,0.197,0
1992,Italy,325,380,0,0,0,0,0,0,0.251,0.250,0.605,0.200,0.000,0.197,0
1993,Italy,325,380,0,1,1,1,0,0,0.701,0.695,0.605,1.000,0.500,0.698,0
1994,Italy,325,380,0,0,0,0,0,0,0.701,0.695,0.605,1.000,0.500,0.698,0
1995,Italy,325,380,0,0,0,0,0,0,0.701,0.695,0.605,1.000,0.500,0.698,0
1996,Italy,325,380,0,0,0,0,0,0,0.701,0.695,0.605,1.000,0.500,0.698,0
1997,Italy,325,380,0,0,0,0,0,0,0.701,0.695,0.605,1.000,0.500,0.698,0
1998,Italy,325,380,0,1,1,1,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
1999,Italy,325,380,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2000,Italy,325,380,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2001,Italy,325,380,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2002,Italy,325,380,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2003,Italy,325,380,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2004,Italy,325,380,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2005,Italy,325,380,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2006,Italy,325,380,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2007,Italy,325,380,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2008,Italy,325,380,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2009,Italy,325,380,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2010,Italy,325,380,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2011,Italy,325,380,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2012,Italy,325,380,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2013,Italy,325,380,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2014,Italy,325,380,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2015,Italy,325,380,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2016,Italy,325,380,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2017,Italy,325,380,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2018,Italy,325,380,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2019,Italy,325,380,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2020,Italy,325,380,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2021,Italy,325,380,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2022,Italy,325,380,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2023,Italy,325,380,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
1988,San Marino,331,674,1,1,1,1,0,0,0.131,0.111,0.500,0.000,0.000,0.023,0
1989,San Marino,331,674,0,0,0,0,0,0,0.131,0.111,0.500,0.000,0.000,0.023,0
1990,San Marino,331,674,0,0,0,0,0,0,0.131,0.111,0.500,0.000,0.000,0.023,0
1991,San Marino,331,674,0,0,0,0,0,0,0.131,0.111,0.500,0.000,0.000,0.023,0
1992,San Marino,331,674,0,0,0,0,0,0,0.131,0.111,0.500,0.000,0.000,0.023,0
1993,San Marino,331,674,0,0,0,0,0,0,0.131,0.111,0.500,0.000,0.000,0.023,0
1994,San Marino,331,674,0,0,0,0,0,0,0.131,0.111,0.500,0.000,0.000,0.023,0
1995,San Marino,331,674,0,0,0,0,0,0,0.131,0.111,0.500,0.000,0.000,0.023,0
1996,San Marino,331,674,0,0,0,0,0,0,0.131,0.111,0.500,0.000,0.000,0.023,0
1997,San Marino,331,674,0,0,0,0,0,0,0.131,0.111,0.500,0.000,0.000,0.023,0
1998,San Marino,331,674,0,0,0,0,0,0,0.131,0.111,0.500,0.000,0.000,0.023,1
1999,San Marino,331,674,0,0,0,0,0,0,0.131,0.111,0.500,0.000,0.000,0.023,1
2000,San Marino,331,674,0,0,0,0,0,0,0.131,0.111,0.500,0.000,0.000,0.023,1
2001,San Marino,331,674,0,0,0,0,0,0,0.131,0.111,0.500,0.000,0.000,0.023,1
2002,San Marino,331,674,0,0,0,0,0,0,0.131,0.111,0.500,0.000,0.000,0.023,1
2003,San Marino,331,674,0,0,0,0,0,0,0.131,0.111,0.500,0.000,0.000,0.023,1
2004,San Marino,331,674,0,0,0,0,0,0,0.131,0.111,0.500,0.000,0.000,0.023,1
2005,San Marino,331,674,0,1,1,1,0,0,0.213,0.175,0.833,0.000,0.000,0.018,1
2006,San Marino,331,674,0,0,0,0,0,0,0.213,0.175,0.833,0.000,0.000,0.018,1
2007,San Marino,331,674,0,0,0,0,0,0,0.213,0.175,0.833,0.000,0.000,0.018,1
2008,San Marino,331,674,0,0,0,0,0,0,0.213,0.175,0.833,0.000,0.000,0.018,1
2009,San Marino,331,674,0,0,0,0,0,0,0.213,0.175,0.833,0.000,0.000,0.018,1
2010,San Marino,331,674,0,0,0,0,0,0,0.213,0.175,0.833,0.000,0.000,0.018,1
2011,San Marino,331,674,0,0,0,0,0,0,0.213,0.175,0.833,0.000,0.000,0.018,1
2012,San Marino,331,674,0,0,0,0,0,0,0.213,0.175,0.833,0.000,0.000,0.018,1
2013,San Marino,331,674,0,0,0,0,0,0,0.213,0.175,0.833,0.000,0.000,0.018,1
2014,San Marino,331,674,0,0,0,0,0,0,0.213,0.175,0.833,0.000,0.000,0.018,1
2015,San Marino,331,674,0,0,0,0,0,0,0.213,0.175,0.833,0.000,0.000,0.018,1
2016,San Marino,331,674,0,0,0,0,0,0,0.213,0.175,0.833,0.000,0.000,0.018,1
2017,San Marino,331,674,0,0,0,0,0,0,0.213,0.175,0.833,0.000,0.000,0.018,1
2018,San Marino,331,674,0,0,0,0,0,0,0.213,0.175,0.833,0.000,0.000,0.018,1
2019,San Marino,331,674,0,0,0,0,0,0,0.213,0.175,0.833,0.000,0.000,0.018,1
2020,San Marino,331,674,0,0,0,0,0,0,0.213,0.175,0.833,0.000,0.000,0.018,1
2021,San Marino,331,674,0,0,0,0,0,0,0.213,0.175,0.833,0.000,0.000,0.018,1
2022,San Marino,331,674,0,0,0,0,0,0,0.213,0.175,0.833,0.000,0.000,0.018,1
2023,San Marino,331,674,0,0,0,0,0,0,0.213,0.175,0.833,0.000,0.000,0.018,1
1970,Malta,338,470,0,0,0,0,0,0,0.413,0.440,0.708,0.400,0.100,0.446,0
1971,Malta,338,470,0,0,0,0,0,0,0.413,0.440,0.708,0.400,0.100,0.446,0
1972,Malta,338,470,0,0,0,0,0,0,0.413,0.440,0.708,0.400,0.100,0.446,0
1973,Malta,338,470,0,0,0,0,0,0,0.413,0.440,0.708,0.400,0.100,0.446,0
1974,Malta,338,470,0,0,0,0,0,0,0.413,0.440,0.708,0.400,0.100,0.446,0
1975,Malta,338,470,0,0,0,0,0,0,0.413,0.440,0.708,0.400,0.100,0.446,0
1976,Malta,338,470,0,0,0,0,0,0,0.413,0.440,0.708,0.400,0.100,0.446,0
1977,Malta,338,470,0,0,0,0,0,0,0.413,0.440,0.708,0.400,0.100,0.446,0
1978,Malta,338,470,0,0,0,0,0,0,0.413,0.440,0.708,0.400,0.100,0.446,0
1979,Malta,338,470,0,0,0,0,0,0,0.413,0.440,0.708,0.400,0.100,0.446,0
1980,Malta,338,470,0,0,0,0,0,0,0.413,0.440,0.708,0.400,0.100,0.446,0
1981,Malta,338,470,0,0,0,0,0,0,0.413,0.440,0.708,0.400,0.100,0.446,0
1982,Malta,338,470,0,0,0,0,0,0,0.413,0.440,0.708,0.400,0.100,0.446,0
1983,Malta,338,470,0,0,0,0,0,0,0.413,0.440,0.708,0.400,0.100,0.446,0
1984,Malta,338,470,0,0,0,0,0,0,0.413,0.440,0.708,0.400,0.100,0.446,0
1985,Malta,338,470,0,0,0,0,0,0,0.413,0.440,0.708,0.400,0.100,0.446,0
1986,Malta,338,470,0,0,0,0,0,0,0.413,0.440,0.708,0.400,0.100,0.446,0
1987,Malta,338,470,0,0,0,0,0,0,0.413,0.440,0.708,0.400,0.100,0.446,0
1988,Malta,338,470,0,0,0,0,0,0,0.413,0.440,0.708,0.400,0.100,0.446,0
1989,Malta,338,470,0,0,0,0,0,0,0.413,0.440,0.708,0.400,0.100,0.446,0
1990,Malta,338,470,0,0,0,0,0,0,0.413,0.440,0.708,0.400,0.100,0.446,0
1991,Malta,338,470,0,0,0,0,0,0,0.413,0.440,0.708,0.400,0.100,0.446,0
1992,Malta,338,470,0,0,0,0,0,0,0.413,0.440,0.708,0.400,0.100,0.446,0
1993,Malta,338,470,0,0,0,0,0,0,0.413,0.440,0.708,0.400,0.100,0.446,0
1994,Malta,338,470,0,1,-1,0,1,0,0.382,0.415,0.583,0.400,0.100,0.446,0
1995,Malta,338,470,0,0,0,0,0,0,0.382,0.415,0.583,0.400,0.100,0.446,0
1996,Malta,338,470,0,0,0,0,0,0,0.382,0.415,0.583,0.400,0.100,0.446,0
1997,Malta,338,470,0,0,0,0,0,0,0.382,0.415,0.583,0.400,0.100,0.446,0
1998,Malta,338,470,0,0,0,0,0,0,0.382,0.415,0.583,0.400,0.100,0.446,1
1999,Malta,338,470,0,0,0,0,0,0,0.382,0.415,0.583,0.400,0.100,0.446,1
2000,Malta,338,470,0,0,0,0,0,0,0.382,0.415,0.583,0.400,0.100,0.446,1
2001,Malta,338,470,0,0,0,0,0,0,0.382,0.415,0.583,0.400,0.100,0.446,1
2002,Malta,338,470,0,1,1,1,0,0,0.475,0.424,0.645,0.600,0.350,0.304,1
2003,Malta,338,470,0,0,0,0,0,0,0.475,0.424,0.645,0.600,0.350,0.304,1
2004,Malta,338,470,0,0,0,0,0,0,0.475,0.424,0.645,0.600,0.350,0.304,1
2005,Malta,338,470,0,0,0,0,0,0,0.475,0.424,0.645,0.600,0.350,0.304,1
2006,Malta,338,470,0,0,0,0,0,0,0.475,0.424,0.645,0.600,0.350,0.304,1
2007,Malta,338,470,0,1,1,1,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2008,Malta,338,470,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2009,Malta,338,470,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2010,Malta,338,470,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2011,Malta,338,470,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2012,Malta,338,470,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2013,Malta,338,470,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2014,Malta,338,470,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2015,Malta,338,470,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2016,Malta,338,470,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2017,Malta,338,470,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2018,Malta,338,470,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2019,Malta,338,470,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2020,Malta,338,470,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2021,Malta,338,470,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2022,Malta,338,470,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
2023,Malta,338,470,0,0,0,0,0,1,0.796,0.857,0.583,0.600,1.000,1.000,1
1991,Albania,339,8,1,1,1,1,0,0,0.506,0.496,0.708,0.600,0.268,0.448,0
1992,Albania,339,8,0,0,0,0,0,0,0.506,0.496,0.708,0.600,0.268,0.448,0
1993,Albania,339,8,0,0,0,0,0,0,0.506,0.496,0.708,0.600,0.268,0.448,0
1994,Albania,339,8,0,0,0,0,0,0,0.506,0.496,0.708,0.600,0.268,0.448,0
1995,Albania,339,8,0,0,0,0,0,0,0.506,0.496,0.708,0.600,0.268,0.448,0
1996,Albania,339,8,0,0,0,0,0,0,0.506,0.496,0.708,0.600,0.268,0.448,1
1997,Albania,339,8,0,1,1,1,0,0,0.733,0.711,0.708,0.800,0.750,0.673,1
1998,Albania,339,8,0,0,0,0,0,0,0.733,0.711,0.708,0.800,0.750,0.673,1
1999,Albania,339,8,0,0,0,0,0,0,0.733,0.711,0.708,0.800,0.750,0.673,1
2000,Albania,339,8,0,0,0,0,0,0,0.733,0.711,0.708,0.800,0.750,0.673,1
2001,Albania,339,8,0,0,0,0,0,0,0.733,0.711,0.708,0.800,0.750,0.673,1
2002,Albania,339,8,0,0,0,0,0,0,0.733,0.711,0.708,0.800,0.750,0.673,1
2003,Albania,339,8,0,0,0,0,0,0,0.733,0.711,0.708,0.800,0.750,0.673,1
2004,Albania,339,8,0,0,0,0,0,0,0.733,0.711,0.708,0.800,0.750,0.673,1
2005,Albania,339,8,0,0,0,0,0,0,0.733,0.711,0.708,0.800,0.750,0.673,1
2006,Albania,339,8,0,0,0,0,0,0,0.733,0.711,0.708,0.800,0.750,0.673,1
2007,Albania,339,8,0,0,0,0,0,0,0.733,0.711,0.708,0.800,0.750,0.673,1
2008,Albania,339,8,0,0,0,0,0,0,0.733,0.711,0.708,0.800,0.750,0.673,1
2009,Albania,339,8,0,0,0,0,0,0,0.733,0.711,0.708,0.800,0.750,0.673,1
2010,Albania,339,8,0,0,0,0,0,0,0.733,0.711,0.708,0.800,0.750,0.673,1
2011,Albania,339,8,0,0,0,0,0,0,0.733,0.711,0.708,0.800,0.750,0.673,1
2012,Albania,339,8,0,0,0,0,0,0,0.733,0.711,0.708,0.800,0.750,0.673,1
2013,Albania,339,8,0,0,0,0,0,0,0.733,0.711,0.708,0.800,0.750,0.673,1
2014,Albania,339,8,0,0,0,0,0,0,0.733,0.711,0.708,0.800,0.750,0.673,1
2015,Albania,339,8,0,0,0,0,0,0,0.733,0.711,0.708,0.800,0.750,0.673,1
2016,Albania,339,8,0,0,0,0,0,0,0.733,0.711,0.708,0.800,0.750,0.673,1
2017,Albania,339,8,0,0,0,0,0,0,0.733,0.711,0.708,0.800,0.750,0.673,1
2018,Albania,339,8,0,0,0,0,0,0,0.733,0.711,0.708,0.800,0.750,0.673,1
2019,Albania,339,8,0,0,0,0,0,0,0.733,0.711,0.708,0.800,0.750,0.673,1
2020,Albania,339,8,0,0,0,0,0,0,0.733,0.711,0.708,0.800,0.750,0.673,1
2021,Albania,339,8,0,0,0,0,0,0,0.733,0.711,0.708,0.800,0.750,0.673,1
2022,Albania,339,8,0,0,0,0,0,0,0.733,0.711,0.708,0.800,0.750,0.673,1
2023,Albania,339,8,0,0,0,0,0,0,0.733,0.711,0.708,0.800,0.750,0.673,1
2000,Montenegro,341,,1,1,1,1,0,0,0.470,0.626,0.520,0.200,0.250,0.909,1
2001,Montenegro,341,,0,0,0,0,0,0,0.470,0.626,0.520,0.200,0.250,0.909,1
2002,Montenegro,341,,0,0,0,0,0,0,0.470,0.626,0.520,0.200,0.250,0.909,1
2003,Montenegro,341,,0,0,0,0,0,0,0.470,0.626,0.520,0.200,0.250,0.909,1
2004,Montenegro,341,,0,0,0,0,0,0,0.470,0.626,0.520,0.200,0.250,0.909,1
2005,Montenegro,341,,0,0,0,0,0,0,0.470,0.626,0.520,0.200,0.250,0.909,1
2006,Montenegro,341,,0,0,0,0,0,0,0.470,0.626,0.520,0.200,0.250,0.909,1
2007,Montenegro,341,,0,0,0,0,0,0,0.470,0.626,0.520,0.200,0.250,0.909,1
2008,Montenegro,341,,0,0,0,0,0,0,0.470,0.626,0.520,0.200,0.250,0.909,1
2009,Montenegro,341,,0,0,0,0,0,0,0.470,0.626,0.520,0.200,0.250,0.909,1
2010,Montenegro,341,,0,1,1,1,0,0,0.655,0.782,0.770,0.600,0.250,1.000,1
2011,Montenegro,341,,0,0,0,0,0,0,0.655,0.782,0.770,0.600,0.250,1.000,1
2012,Montenegro,341,,0,0,0,0,0,0,0.655,0.782,0.770,0.600,0.250,1.000,1
2013,Montenegro,341,,0,0,0,0,0,0,0.655,0.782,0.770,0.600,0.250,1.000,1
2014,Montenegro,341,,0,0,0,0,0,0,0.655,0.782,0.770,0.600,0.250,1.000,1
2015,Montenegro,341,,0,0,0,0,0,0,0.655,0.782,0.770,0.600,0.250,1.000,1
2016,Montenegro,341,,0,0,0,0,0,0,0.655,0.782,0.770,0.600,0.250,1.000,1
2017,Montenegro,341,,0,0,0,0,0,0,0.655,0.782,0.770,0.600,0.250,1.000,1
2018,Montenegro,341,,0,0,0,0,0,0,0.655,0.782,0.770,0.600,0.250,1.000,1
2019,Montenegro,341,,0,0,0,0,0,0,0.655,0.782,0.770,0.600,0.250,1.000,1
2020,Montenegro,341,,0,0,0,0,0,0,0.655,0.782,0.770,0.600,0.250,1.000,1
2021,Montenegro,341,,0,0,0,0,0,0,0.655,0.782,0.770,0.600,0.250,1.000,1
2022,Montenegro,341,,0,0,0,0,0,0,0.655,0.782,0.770,0.600,0.250,1.000,1
2023,Montenegro,341,,0,0,0,0,0,0,0.655,0.782,0.770,0.600,0.250,1.000,1
1992,Macedonia,343,807,1,1,1,1,0,0,,,,,,,0
1993,Macedonia,343,807,0,0,0,0,0,0,,,,,,,0
1994,Macedonia,343,807,0,1,1,1,0,0,0.469,0.414,0.520,0.600,0.450,0.304,0
1995,Macedonia,343,807,0,0,0,0,0,0,0.469,0.414,0.520,0.600,0.450,0.304,0
1996,Macedonia,343,807,0,0,0,0,0,0,0.469,0.414,0.520,0.600,0.450,0.304,1
1997,Macedonia,343,807,0,0,0,0,0,0,0.469,0.414,0.520,0.600,0.450,0.304,1
1998,Macedonia,343,807,0,0,0,0,0,0,0.469,0.414,0.520,0.600,0.450,0.304,1
1999,Macedonia,343,807,0,0,0,0,0,0,0.469,0.414,0.520,0.600,0.450,0.304,1
2000,Macedonia,343,807,0,0,0,0,0,0,0.469,0.414,0.520,0.600,0.450,0.304,1
2001,Macedonia,343,807,0,0,0,0,0,0,0.469,0.414,0.520,0.600,0.450,0.304,1
2002,Macedonia,343,807,0,1,1,1,0,0,0.805,0.872,0.770,0.800,0.650,1.000,1
2003,Macedonia,343,807,0,0,0,0,0,0,0.805,0.872,0.770,0.800,0.650,1.000,1
2004,Macedonia,343,807,0,0,0,0,0,0,0.805,0.872,0.770,0.800,0.650,1.000,1
2005,Macedonia,343,807,0,0,0,0,0,0,0.805,0.872,0.770,0.800,0.650,1.000,1
2006,Macedonia,343,807,0,0,0,0,0,0,0.805,0.872,0.770,0.800,0.650,1.000,1
2007,Macedonia,343,807,0,0,0,0,0,0,0.805,0.872,0.770,0.800,0.650,1.000,1
2008,Macedonia,343,807,0,0,0,0,0,0,0.805,0.872,0.770,0.800,0.650,1.000,1
2009,Macedonia,343,807,0,0,0,0,0,0,0.805,0.872,0.770,0.800,0.650,1.000,1
2010,Macedonia,343,807,0,1,-1,0,1,0,0.709,0.714,0.770,0.600,0.750,0.715,1
2011,Macedonia,343,807,0,0,0,0,0,0,0.709,0.714,0.770,0.600,0.750,0.715,1
2012,Macedonia,343,807,0,0,0,0,0,0,0.709,0.714,0.770,0.600,0.750,0.715,1
2013,Macedonia,343,807,0,0,0,0,0,0,0.709,0.714,0.770,0.600,0.750,0.715,1
2014,Macedonia,343,807,0,0,0,0,0,0,0.709,0.714,0.770,0.600,0.750,0.715,1
2015,Macedonia,343,807,0,0,0,0,0,0,0.709,0.714,0.770,0.600,0.750,0.715,1
2016,Macedonia,343,807,0,0,0,0,0,0,0.709,0.714,0.770,0.600,0.750,0.715,1
2017,Macedonia,343,807,0,0,0,0,0,0,0.709,0.714,0.770,0.600,0.750,0.715,1
2018,Macedonia,343,807,0,0,0,0,0,0,0.709,0.714,0.770,0.600,0.750,0.715,1
2019,Macedonia,343,807,0,0,0,0,0,0,0.709,0.714,0.770,0.600,0.750,0.715,1
2020,Macedonia,343,807,0,0,0,0,0,0,0.709,0.714,0.770,0.600,0.750,0.715,1
2021,Macedonia,343,807,0,0,0,0,0,0,0.709,0.714,0.770,0.600,0.750,0.715,1
2022,Macedonia,343,807,0,0,0,0,0,0,0.709,0.714,0.770,0.600,0.750,0.715,1
2023,Macedonia,343,807,0,0,0,0,0,0,0.709,0.714,0.770,0.600,0.750,0.715,1
1990,Croatia,344,191,0,0,0,0,0,0,,,,,,,0
1991,Croatia,344,191,0,0,0,0,0,0,,,,,,,0
1992,Croatia,344,191,1,1,1,1,0,0,0.441,0.431,0.395,0.600,0.350,0.418,0
